t	de	da	dr	rpm
4.6499999999999453e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1950851627095471e+03
4.6599999999999451e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1950504453390167e+03
4.6699999999999449e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1950158055563634e+03
4.6799999999999446e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1949812434146415e+03
4.6899999999999444e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1949467589666810e+03
4.6999999999999442e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1949123522650862e+03
4.7099999999999440e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1948780233622342e+03
4.7199999999999438e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1948437723102779e+03
4.7299999999999436e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1948095991611435e+03
4.7399999999999434e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1947755039665312e+03
4.7499999999999432e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1947414867779157e+03
4.7599999999999429e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1947075476465452e+03
4.7699999999999427e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1946736866234423e+03
4.7799999999999425e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1946399037594042e+03
4.7899999999999423e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1946061991050010e+03
4.7999999999999421e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1945725727105778e+03
4.8099999999999419e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1945390246262532e+03
4.8199999999999417e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1945055549019189e+03
4.8299999999999415e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1944721635872429e+03
4.8399999999999412e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1944388507316644e+03
4.8499999999999410e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1944056163843989e+03
4.8599999999999408e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1943724605944335e+03
4.8699999999999406e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1943393834105318e+03
4.8799999999999404e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1943063848812280e+03
4.8899999999999402e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1942734650548341e+03
4.8999999999999400e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1942406239794323e+03
4.9099999999999397e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1942078617028815e+03
4.9199999999999395e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1941751782728111e+03
4.9299999999999393e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1941425737366289e+03
4.9399999999999391e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1941100481415119e+03
4.9499999999999389e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1940776015344145e+03
4.9599999999999387e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1940452339620624e+03
4.9699999999999385e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1940129454709563e+03
4.9799999999999383e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1939807361073704e+03
4.9899999999999380e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1939486059173523e+03
4.9999999999999378e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1939165549467239e+03
5.0099999999999376e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1938845832410807e+03
5.0199999999999374e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1938526908457920e+03
5.0299999999999372e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1938208778060011e+03
5.0399999999999370e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1937891441666238e+03
5.0499999999999368e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1937574899723513e+03
5.0599999999999365e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1937259152676470e+03
5.0699999999999363e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1936944200967491e+03
5.0799999999999361e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1936630045036686e+03
5.0899999999999359e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1936316685321917e+03
5.0999999999999357e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1936004122258769e+03
5.1099999999999355e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1935692356280565e+03
5.1199999999999353e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1935381387818370e+03
5.1299999999999351e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1935071217300992e+03
5.1399999999999348e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1934761845154962e+03
5.1499999999999346e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1934453271804555e+03
5.1599999999999344e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1934145497671789e+03
5.1699999999999342e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1933838523176400e+03
5.1799999999999340e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1933532348735889e+03
5.1899999999999338e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1933226974765471e+03
5.1999999999999336e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1932922401678111e+03
5.2099999999999334e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1932618629884505e+03
5.2199999999999331e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1932315659793080e+03
5.2299999999999329e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1932013491810021e+03
5.2399999999999327e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1931712126339230e+03
5.2499999999999325e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1931411563782353e+03
5.2599999999999323e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1931111804538778e+03
5.2699999999999321e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1930812849005629e+03
5.2799999999999319e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1930514697577760e+03
5.2899999999999316e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1930217350647772e+03
5.2999999999999314e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1929920808605993e+03
5.3099999999999312e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1929625071840501e+03
5.3199999999999310e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1929330140737111e+03
5.3299999999999308e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1929036015679362e+03
5.3399999999999306e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1928742697048542e+03
5.3499999999999304e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1928450185223683e+03
5.3599999999999302e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1928158480581537e+03
5.3699999999999299e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1927867583496618e+03
5.3799999999999297e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1927577494341153e+03
5.3899999999999295e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1927288213485131e+03
5.3999999999999293e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1926999741296268e+03
5.4099999999999291e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1926712078140008e+03
5.4199999999999289e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1926425224379559e+03
5.4299999999999287e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1926139180375853e+03
5.4399999999999284e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1925853946487568e+03
5.4499999999999282e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1925569523071104e+03
5.4599999999999280e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1925285910480625e+03
5.4699999999999278e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1925003109068025e+03
5.4799999999999276e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1924721119182927e+03
5.4899999999999274e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1924439941172714e+03
5.4999999999999272e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1924159575382496e+03
5.5099999999999270e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1923880022155122e+03
5.5199999999999267e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1923601281831193e+03
5.5299999999999265e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1923323354749041e+03
5.5399999999999263e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1923046241244742e+03
5.5499999999999261e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1922769941652118e+03
5.5599999999999259e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1922494456302725e+03
5.5699999999999257e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1922219785525867e+03
5.5799999999999255e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1921945929648577e+03
5.5899999999999253e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1921672888995654e+03
5.5999999999999250e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1921400663889622e+03
5.6099999999999248e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1921129254650741e+03
5.6199999999999246e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1920858661597040e+03
5.6299999999999244e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1920588885044258e+03
5.6399999999999242e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1920319925305907e+03
5.6499999999999240e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1920051782693226e+03
5.6599999999999238e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1919784457515207e+03
5.6699999999999235e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1919517950078571e+03
5.6799999999999233e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1919252260687804e+03
5.6899999999999231e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1918987389645117e+03
5.6999999999999229e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1918723337250476e+03
5.7099999999999227e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1918460103801594e+03
5.7199999999999225e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1918197689593935e+03
5.7299999999999223e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1917936094920688e+03
5.7399999999999221e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1917675320072804e+03
5.7499999999999218e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1917415365338975e+03
5.7599999999999216e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1917156231005652e+03
5.7699999999999214e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1916897917357005e+03
5.7799999999999212e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1916640424674988e+03
5.7899999999999210e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1916383753239270e+03
5.7999999999999208e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1916127903327288e+03
5.8099999999999206e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1915872875214218e+03
5.8199999999999203e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1915618669172986e+03
5.8299999999999201e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1915365285474272e+03
5.8399999999999199e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1915112724386504e+03
5.8499999999999197e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1914860986175850e+03
5.8599999999999195e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1914610071106245e+03
5.8699999999999193e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1914359979439355e+03
5.8799999999999191e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1914110711434605e+03
5.8899999999999189e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1913862267349182e+03
5.8999999999999186e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1913614647438008e+03
5.9099999999999184e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1913367851953767e+03
5.9199999999999182e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1913121881146890e+03
5.9299999999999180e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1912876735265563e+03
5.9399999999999178e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1912632414555728e+03
5.9499999999999176e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1912388919261070e+03
5.9599999999999174e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1912146249623042e+03
5.9699999999999172e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1911904405880841e+03
5.9799999999999169e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1911663388271422e+03
5.9899999999999167e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1911423197029490e+03
5.9999999999999165e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1911183832387514e+03
6.0099999999999163e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1910945294575722e+03
6.0199999999999161e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1910707583822073e+03
6.0299999999999159e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1910470700352316e+03
6.0399999999999157e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1910234644389939e+03
6.0499999999999154e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1909999416156188e+03
6.0599999999999152e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1909765015870071e+03
6.0699999999999150e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1909531443748351e+03
6.0799999999999148e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1909298700005561e+03
6.0899999999999146e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1909066784853976e+03
6.0999999999999144e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1908835698503640e+03
6.1099999999999142e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1908605441162358e+03
6.1199999999999140e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1908376013035700e+03
6.1299999999999137e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1908147414326991e+03
6.1399999999999135e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1907919645237303e+03
6.1499999999999133e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1907692705965505e+03
6.1599999999999131e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1907466596708205e+03
6.1699999999999129e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1907241317659777e+03
6.1799999999999127e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1907016869012364e+03
6.1899999999999125e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1906793250955866e+03
6.1999999999999122e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1906570463677958e+03
6.2099999999999120e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1906348507364069e+03
6.2199999999999118e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1906127382197401e+03
6.2299999999999116e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1905907088358922e+03
6.2399999999999114e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1905687626027370e+03
6.2499999999999112e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1905468995379242e+03
6.2599999999999110e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1905251196588802e+03
6.2699999999999108e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1905034229828102e+03
6.2799999999999105e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1904818095266933e+03
6.2899999999999103e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1904602793072881e+03
6.2999999999999101e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1904388323411290e+03
6.3099999999999099e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1904174686445285e+03
6.3199999999999097e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1903961882335743e+03
6.3299999999999095e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1903749911241334e+03
6.3399999999999093e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1903538773318487e+03
6.3499999999999091e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1903328468721406e+03
6.3599999999999088e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1903118997602082e+03
6.3699999999999086e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1902910360110259e+03
6.3799999999999084e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1902702556393474e+03
6.3899999999999082e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1902495586597029e+03
6.3999999999999080e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1902289450864005e+03
6.4099999999999078e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1902084149335260e+03
6.4199999999999076e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1901879682149424e+03
6.4299999999999073e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1901676049442917e+03
6.4399999999999071e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1901473251349935e+03
6.4499999999999069e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1901271288002431e+03
6.4599999999999067e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1901070159530177e+03
6.4699999999999065e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1900869866060684e+03
6.4799999999999063e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1900670407719285e+03
6.4899999999999061e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1900471784629058e+03
6.4999999999999059e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1900273996910892e+03
6.5099999999999056e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1900077044683430e+03
6.5199999999999054e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1899880928063130e+03
6.5299999999999052e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1899685647164215e+03
6.5399999999999050e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1899491202098702e+03
6.5499999999999048e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1899297592976377e+03
6.5599999999999046e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1899104819904842e+03
6.5699999999999044e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1898912882989457e+03
6.5799999999999041e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1898721782333382e+03
6.5899999999999039e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1898531518037571e+03
6.5999999999999037e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1898342090200758e+03
6.6099999999999035e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1898153498919478e+03
6.6199999999999033e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897965744288040e+03
6.6299999999999031e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897778826398558e+03
6.6399999999999029e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897592745340930e+03
6.6499999999999027e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897407501202856e+03
6.6599999999999024e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897223094069818e+03
6.6699999999999022e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1897039524025104e+03
6.6799999999999020e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1896856791149789e+03
6.6899999999999018e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1896674895522742e+03
6.6999999999999016e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1896493837220632e+03
6.7099999999999014e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1896313616317939e+03
6.7199999999999012e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1896134232886911e+03
6.7299999999999010e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895955686997618e+03
6.7399999999999007e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895777978717920e+03
6.7499999999999005e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895601108113483e+03
6.7599999999999003e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895425075247767e+03
6.7699999999999001e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895249880182041e+03
6.7799999999998999e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1895075522975376e+03
6.7899999999998997e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894902003684638e+03
6.7999999999998995e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894729322364506e+03
6.8099999999998992e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894557479067453e+03
6.8199999999998990e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894386473843779e+03
6.8299999999998988e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894216306741564e+03
6.8399999999998986e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1894046977806715e+03
6.8499999999998984e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893878487082943e+03
6.8599999999998982e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893710834611761e+03
6.8699999999998980e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893544020432496e+03
6.8799999999998978e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893378044582282e+03
6.8899999999998975e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893212907096076e+03
6.8999999999998973e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1893048608006638e+03
6.9099999999998971e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1892885147344541e+03
6.9199999999998969e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1892722525138174e+03
6.9299999999998967e+00	-4.8821354850536902e-02	0.0000000000000000e+00	0.0000000000000000e+00	2.1892560741413740e+03
